85	DR01E02F00P01D201512280953	E	02	2015-12-28 00:00:00	09:53:00	D
86	DR01E02F00P01D201512290952	E	02	2015-12-29 00:00:00	09:52:00	D
87	DR01E02F00P01D201512301014	E	02	2015-12-30 00:00:00	10:14:00	D
88	DR01E02F00P01D201512311005	E	02	2015-12-31 00:00:00	10:05:00	D
89	DR01E02F00P01D201601010947	E	02	2016-01-01 00:00:00	09:47:00	D
90	DR01E02F00P01D201601020928	E	02	2016-01-02 00:00:00	09:28:00	D
91	DR01E12F00P01D201512191213	E	12	2015-12-19 00:00:00	12:13:00	D
92	DR01E12F00P01D201512201246	E	12	2015-12-20 00:00:00	12:46:00	D
93	DR01E12F00P01D201512211217	E	12	2015-12-21 00:00:00	12:17:00	D
94	DR01E12F00P01D201512221204	E	12	2015-12-22 00:00:00	12:04:00	D
95	DR01E12F00P01D201512231216	E	12	2015-12-23 00:00:00	12:16:00	D
96	DR01E12F00P01D201512241225	E	12	2015-12-24 00:00:00	12:25:00	D
97	DR01E12F00P01D201512251233	E	12	2015-12-25 00:00:00	12:33:00	D
98	DR01E12F00P01D201512261230	E	12	2015-12-26 00:00:00	12:30:00	D
99	DR01E12F00P01D201512271227	E	12	2015-12-27 00:00:00	12:27:00	D
100	DR01E12F00P01D201512281210	E	12	2015-12-28 00:00:00	12:10:00	D
101	DR01E12F00P01D201512291212	E	12	2015-12-29 00:00:00	12:12:00	D
102	DR01E12F00P01D201512301230	E	12	2015-12-30 00:00:00	12:30:00	D
103	DR01E12F00P01D201512311225	E	12	2015-12-31 00:00:00	12:25:00	D
104	DR01E12F00P01D201601011202	E	12	2016-01-01 00:00:00	12:02:00	D
105	DR01E12F00P01D201601021137	E	12	2016-01-02 00:00:00	11:37:00	D
106	DR01E22F00P01D201512191436	E	22	2015-12-19 00:00:00	14:36:00	D
107	DR01E22F00P01D201512201509	E	22	2015-12-20 00:00:00	15:09:00	D
108	DR01E22F00P01D201512211438	E	22	2015-12-21 00:00:00	14:38:00	D
109	DR01E22F00P01D201512221423	E	22	2015-12-22 00:00:00	14:23:00	D
110	DR01E22F00P01D201512231500	E	22	2015-12-23 00:00:00	15:00:00	D
111	DR01E22F00P01D201512241457	E	22	2015-12-24 00:00:00	14:57:00	D
112	DR01E22F00P01D201512251518	E	22	2015-12-25 00:00:00	15:18:00	D
113	DR01E22F00P01D201512261521	E	22	2015-12-26 00:00:00	15:21:00	D
114	DR01E22F00P01D201512271521	E	22	2015-12-27 00:00:00	15:21:00	D
115	DR01E22F00P01D201512281429	E	22	2015-12-28 00:00:00	14:29:00	D
116	DR01E22F00P01D201512291456	E	22	2015-12-29 00:00:00	14:56:00	D
117	DR01E22F00P01D201512301509	E	22	2015-12-30 00:00:00	15:09:00	D
118	DR01E22F00P01D201512311544	E	22	2015-12-31 00:00:00	15:44:00	D
119	DR01E22F00P01D201601011416	E	22	2016-01-01 00:00:00	14:16:00	D
120	DR01E22F00P01D201601021347	E	22	2016-01-02 00:00:00	13:47:00	D
121	DR01E33F00P01D201512191810	E	33	2015-12-19 00:00:00	18:10:00	D
122	DR01E33F00P01D201512201816	E	33	2015-12-20 00:00:00	18:16:00	D
123	DR01E33F00P01D201512211746	E	33	2015-12-21 00:00:00	17:46:00	D
124	DR01E33F00P01D201512221750	E	33	2015-12-22 00:00:00	17:50:00	D
125	DR01E33F00P01D201512231824	E	33	2015-12-23 00:00:00	18:24:00	D
126	DR01E33F00P01D201512241809	E	33	2015-12-24 00:00:00	18:09:00	D
127	DR01E33F00P01D201512251824	E	33	2015-12-25 00:00:00	18:24:00	D
128	DR01E33F00P01D201512261838	E	33	2015-12-26 00:00:00	18:38:00	D
129	DR01E33F00P01D201512271829	E	33	2015-12-27 00:00:00	18:29:00	D
130	DR01E33F00P01D201512281758	E	33	2015-12-28 00:00:00	17:58:00	D
131	DR01E33F00P01D201512291801	E	33	2015-12-29 00:00:00	18:01:00	D
132	DR01E33F00P01D201512301818	E	33	2015-12-30 00:00:00	18:18:00	D
133	DR01E33F00P01D201512311858	E	33	2015-12-31 00:00:00	18:58:00	D
134	DR01E33F00P01D201601011757	E	33	2016-01-01 00:00:00	17:57:00	D
135	DR01E33F00P01D201601021649	E	33	2016-01-02 00:00:00	16:49:00	D
136	DR01E42F00P01D201512191941	E	42	2015-12-19 00:00:00	19:41:00	D
137	DR01E42F00P01D201512201949	E	42	2015-12-20 00:00:00	19:49:00	D
138	DR01E42F00P01D201512211918	E	42	2015-12-21 00:00:00	19:18:00	D
139	DR01E42F00P01D201512221944	E	42	2015-12-22 00:00:00	19:44:00	D
140	DR01E42F00P01D201512232007	E	42	2015-12-23 00:00:00	20:07:00	D
141	DR01E42F00P01D201512241947	E	42	2015-12-24 00:00:00	19:47:00	D
142	DR01E42F00P01D201512252020	E	42	2015-12-25 00:00:00	20:20:00	D
143	DR01E42F00P01D201512262008	E	42	2015-12-26 00:00:00	20:08:00	D
144	DR01E42F00P01D201512272000	E	42	2015-12-27 00:00:00	20:00:00	D
145	DR01E42F00P01D201512281957	E	42	2015-12-28 00:00:00	19:57:00	D
146	DR01E42F00P01D201512291934	E	42	2015-12-29 00:00:00	19:34:00	D
147	DR01E42F00P01D201512301954	E	42	2015-12-30 00:00:00	19:54:00	D
148	DR01E42F00P01D201512312027	E	42	2015-12-31 00:00:00	20:27:00	D
149	DR01E42F00P01D201601011926	E	42	2016-01-01 00:00:00	19:26:00	D
150	DR01E42F00P01D201601021817	E	42	2016-01-02 00:00:00	18:17:00	D
151	DR01O03F00P01D201512191038	O	03	2015-12-19 00:00:00	10:38:00	D
152	DR01O03F00P01D201512201112	O	03	2015-12-20 00:00:00	11:12:00	D
153	DR01O03F00P01D201512211040	O	03	2015-12-21 00:00:00	10:40:00	D
154	DR01O03F00P01D201512221033	O	03	2015-12-22 00:00:00	10:33:00	D
155	DR01O03F00P01D201512231044	O	03	2015-12-23 00:00:00	10:44:00	D
156	DR01O03F00P01D201512241053	O	03	2015-12-24 00:00:00	10:53:00	D
157	DR01O03F00P01D201512251058	O	03	2015-12-25 00:00:00	10:58:00	D
158	DR01O03F00P01D201512261057	O	03	2015-12-26 00:00:00	10:57:00	D
159	DR01O03F00P01D201512271054	O	03	2015-12-27 00:00:00	10:54:00	D
160	DR01O03F00P01D201512281038	O	03	2015-12-28 00:00:00	10:38:00	D
161	DR01O03F00P01D201512291041	O	03	2015-12-29 00:00:00	10:41:00	D
162	DR01O03F00P01D201512301059	O	03	2015-12-30 00:00:00	10:59:00	D
163	DR01O03F00P01D201512311051	O	03	2015-12-31 00:00:00	10:51:00	D
164	DR01O03F00P01D201601011033	O	03	2016-01-01 00:00:00	10:33:00	D
165	DR01O03F00P01D201601021011	O	03	2016-01-02 00:00:00	10:11:00	D
166	DR01O13F00P01D201512191259	O	13	2015-12-19 00:00:00	12:59:00	D
167	DR01O13F00P01D201512201331	O	13	2015-12-20 00:00:00	13:31:00	D
168	DR01O13F00P01D201512211303	O	13	2015-12-21 00:00:00	13:03:00	D
169	DR01O13F00P01D201512221252	O	13	2015-12-22 00:00:00	12:52:00	D
170	DR01O13F00P01D201512231307	O	13	2015-12-23 00:00:00	13:07:00	D
171	DR01O13F00P01D201512241311	O	13	2015-12-24 00:00:00	13:11:00	D
172	DR01O13F00P01D201512251324	O	13	2015-12-25 00:00:00	13:24:00	D
173	DR01O13F00P01D201512261316	O	13	2015-12-26 00:00:00	13:16:00	D
174	DR01O13F00P01D201512271313	O	13	2015-12-27 00:00:00	13:13:00	D
175	DR01O13F00P01D201512281301	O	13	2015-12-28 00:00:00	13:01:00	D
176	DR01O13F00P01D201512291257	O	13	2015-12-29 00:00:00	12:57:00	D
177	DR01O13F00P01D201512301314	O	13	2015-12-30 00:00:00	13:14:00	D
178	DR01O13F00P01D201512311310	O	13	2015-12-31 00:00:00	13:10:00	D
179	DR01O13F00P01D201601011247	O	13	2016-01-01 00:00:00	12:47:00	D
180	DR01O13F00P01D201601021221	O	13	2016-01-02 00:00:00	12:21:00	D
181	DR01O23F00P01D201512191546	O	23	2015-12-19 00:00:00	15:46:00	D
182	DR01O23F00P01D201512201554	O	23	2015-12-20 00:00:00	15:54:00	D
183	DR01O23F00P01D201512211525	O	23	2015-12-21 00:00:00	15:25:00	D
184	DR01O23F00P01D201512221532	O	23	2015-12-22 00:00:00	15:32:00	D
185	DR01O23F00P01D201512231552	O	23	2015-12-23 00:00:00	15:52:00	D
186	DR01O23F00P01D201512241551	O	23	2015-12-24 00:00:00	15:51:00	D
187	DR01O23F00P01D201512251604	O	23	2015-12-25 00:00:00	16:04:00	D
188	DR01O23F00P01D201512261608	O	23	2015-12-26 00:00:00	16:08:00	D
189	DR01O23F00P01D201512271607	O	23	2015-12-27 00:00:00	16:07:00	D
190	DR01O23F00P01D201512281539	O	23	2015-12-28 00:00:00	15:39:00	D
191	DR01O23F00P01D201512291542	O	23	2015-12-29 00:00:00	15:42:00	D
192	DR01O23F00P01D201512301552	O	23	2015-12-30 00:00:00	15:52:00	D
193	DR01O23F00P01D201512311629	O	23	2015-12-31 00:00:00	16:29:00	D
194	DR01O23F00P01D201601011535	O	23	2016-01-01 00:00:00	15:35:00	D
195	DR01O23F00P01D201601021429	O	23	2016-01-02 00:00:00	14:29:00	D
196	DR01O32F00P01D201512191722	O	32	2015-12-19 00:00:00	17:22:00	D
197	DR01O32F00P01D201512201731	O	32	2015-12-20 00:00:00	17:31:00	D
198	DR01O32F00P01D201512211700	O	32	2015-12-21 00:00:00	17:00:00	D
199	DR01O32F00P01D201512221704	O	32	2015-12-22 00:00:00	17:04:00	D
200	DR01O32F00P01D201512231726	O	32	2015-12-23 00:00:00	17:26:00	D
201	DR01O32F00P01D201512241726	O	32	2015-12-24 00:00:00	17:26:00	D
202	DR01O32F00P01D201512251740	O	32	2015-12-25 00:00:00	17:40:00	D
203	DR01O32F00P01D201512261740	O	32	2015-12-26 00:00:00	17:40:00	D
204	DR01O32F00P01D201512271737	O	32	2015-12-27 00:00:00	17:37:00	D
205	DR01O32F00P01D201512281710	O	32	2015-12-28 00:00:00	17:10:00	D
206	DR01O32F00P01D201512291718	O	32	2015-12-29 00:00:00	17:18:00	D
207	DR01O32F00P01D201512301733	O	32	2015-12-30 00:00:00	17:33:00	D
208	DR01O32F00P01D201512311810	O	32	2015-12-31 00:00:00	18:10:00	D
209	DR01O32F00P01D201601011709	O	32	2016-01-01 00:00:00	17:09:00	D
210	DR01O32F00P01D201601021607	O	32	2016-01-02 00:00:00	16:07:00	D
211	DR01O43F00P01D201512192026	O	43	2015-12-19 00:00:00	20:26:00	D
212	DR01O43F00P01D201512202035	O	43	2015-12-20 00:00:00	20:35:00	D
213	DR01O43F00P01D201512212002	O	43	2015-12-21 00:00:00	20:02:00	D
214	DR01O43F00P01D201512222030	O	43	2015-12-22 00:00:00	20:30:00	D
215	DR01O43F00P01D201512232051	O	43	2015-12-23 00:00:00	20:51:00	D
216	DR01O43F00P01D201512242033	O	43	2015-12-24 00:00:00	20:33:00	D
217	DR01O43F00P01D201512252107	O	43	2015-12-25 00:00:00	21:07:00	D
218	DR01O43F00P01D201512262054	O	43	2015-12-26 00:00:00	20:54:00	D
219	DR01O43F00P01D201512272044	O	43	2015-12-27 00:00:00	20:44:00	D
220	DR01O43F00P01D201512282047	O	43	2015-12-28 00:00:00	20:47:00	D
221	DR01O43F00P01D201512292016	O	43	2015-12-29 00:00:00	20:16:00	D
222	DR01O43F00P01D201512302051	O	43	2015-12-30 00:00:00	20:51:00	D
223	DR01O43F00P01D201512312138	O	43	2015-12-31 00:00:00	21:38:00	D
224	DR01O43F00P01D201601012013	O	43	2016-01-01 00:00:00	20:13:00	D
225	DR01O43F00P01D201601021859	O	43	2016-01-02 00:00:00	18:59:00	D
226	CR03C01F00P01D201509242015	C	01	2015-09-24 00:00:00	20:15:00	C
227	CR03C01F00P01D201509252110	C	01	2015-09-25 00:00:00	21:10:00	C
228	CR03C01F00P01D201509261728	C	01	2015-09-26 00:00:00	17:28:00	C
229	CR03C01F00P01D201509271810	C	01	2015-09-27 00:00:00	18:10:00	C
230	CR03C01F00P01D201509281728	C	01	2015-09-28 00:00:00	17:28:00	C
231	CR03C01F00P01D201509291715	C	01	2015-09-29 00:00:00	17:15:00	C
232	CR03C01F00P01D201509301738	C	01	2015-09-30 00:00:00	17:38:00	C
233	CR03C01F00P01D201510011733	C	01	2015-10-01 00:00:00	17:33:00	C
234	CR03C01F00P01D201510021810	C	01	2015-10-02 00:00:00	18:10:00	C
235	CR03C01F00P01D201510031728	C	01	2015-10-03 00:00:00	17:28:00	C
236	CR03C01F00P01D201510041704	C	01	2015-10-04 00:00:00	17:04:00	C
237	CR03C01F00P01D201510051712	C	01	2015-10-05 00:00:00	17:12:00	C
238	CR03C01F00P01D201510061750	C	01	2015-10-06 00:00:00	17:50:00	C
239	CR03C01F00P01D201510071726	C	01	2015-10-07 00:00:00	17:26:00	C
240	CR03C01F00P01D201510081658	C	01	2015-10-08 00:00:00	16:58:00	C
241	CR03C01F00P01D201510091745	C	01	2015-10-09 00:00:00	17:45:00	C
242	CR03C01F00P01D201510101737	C	01	2015-10-10 00:00:00	17:37:00	C
243	CR03C01F00P01D201510111719	C	01	2015-10-11 00:00:00	17:19:00	C
244	CR03C01F00P01D201510121730	C	01	2015-10-12 00:00:00	17:30:00	C
245	CR03C01F00P01D201510131740	C	01	2015-10-13 00:00:00	17:40:00	C
246	CR03C01F00P01D201510171734	C	01	2015-10-17 00:00:00	17:34:00	C
247	CR03C01F00P01D201510181751	C	01	2015-10-18 00:00:00	17:51:00	C
248	CR03C11F00P01D201509242147	C	11	2015-09-24 00:00:00	21:47:00	C
249	CR03C11F00P01D201509252231	C	11	2015-09-25 00:00:00	22:31:00	C
250	CR03C11F00P01D201509261859	C	11	2015-09-26 00:00:00	18:59:00	C
251	CR03C11F00P01D201509291841	C	11	2015-09-29 00:00:00	18:41:00	C
252	CR03C11F00P01D201509302056	C	11	2015-09-30 00:00:00	20:56:00	C
253	CR03C11F00P01D201510011902	C	11	2015-10-01 00:00:00	19:02:00	C
254	CR03C11F00P01D201510032205	C	11	2015-10-03 00:00:00	22:05:00	C
255	CR03C11F00P01D201510041833	C	11	2015-10-04 00:00:00	18:33:00	C
256	CR03C11F00P01D201510051833	C	11	2015-10-05 00:00:00	18:33:00	C
257	CR03C11F00P01D201510061904	C	11	2015-10-06 00:00:00	19:04:00	C
258	CR03C11F00P01D201510071841	C	11	2015-10-07 00:00:00	18:41:00	C
259	CR03C11F00P01D201510081816	C	11	2015-10-08 00:00:00	18:16:00	C
260	CR03C11F00P01D201510091859	C	11	2015-10-09 00:00:00	18:59:00	C
261	CR03C11F00P01D201510101855	C	11	2015-10-10 00:00:00	18:55:00	C
262	CR03C11F00P01D201510111838	C	11	2015-10-11 00:00:00	18:38:00	C
263	CR03C11F00P01D201510121845	C	11	2015-10-12 00:00:00	18:45:00	C
264	CR03C11F00P01D201510131900	C	11	2015-10-13 00:00:00	19:00:00	C
265	CR03C11F00P01D201510151853	C	11	2015-10-15 00:00:00	18:53:00	C
266	CR03C11F00P01D201510171858	C	11	2015-10-17 00:00:00	18:58:00	C
267	CR03C11F00P01D201510181905	C	11	2015-10-18 00:00:00	19:05:00	C
268	CR03C11F00P06D201509281856	C	11	2015-09-28 00:00:00	18:56:00	C
269	CR03C11F00P06D201510021941	C	11	2015-10-02 00:00:00	19:41:00	C
270	CR03C21F00P01D201509251817	C	21	2015-09-25 00:00:00	18:17:00	C
271	CR03C21F00P01D201509262019	C	21	2015-09-26 00:00:00	20:19:00	C
272	CR03C21F00P01D201509272101	C	21	2015-09-27 00:00:00	21:01:00	C
273	CR03C21F00P01D201509292001	C	21	2015-09-29 00:00:00	20:01:00	C
274	CR03C21F00P01D201509302209	C	21	2015-09-30 00:00:00	22:09:00	C
275	CR03C21F00P01D201510022103	C	21	2015-10-02 00:00:00	21:03:00	C
276	CR03C21F00P01D201510041954	C	21	2015-10-04 00:00:00	19:54:00	C
277	CR03C21F00P01D201510051950	C	21	2015-10-05 00:00:00	19:50:00	C
278	CR03C21F00P01D201510062024	C	21	2015-10-06 00:00:00	20:24:00	C
279	CR03C21F00P01D201510071952	C	21	2015-10-07 00:00:00	19:52:00	C
280	CR03C21F00P01D201510081946	C	21	2015-10-08 00:00:00	19:46:00	C
281	CR03C21F00P01D201510092021	C	21	2015-10-09 00:00:00	20:21:00	C
282	CR03C21F00P01D201510102017	C	21	2015-10-10 00:00:00	20:17:00	C
283	CR03C21F00P01D201510111954	C	21	2015-10-11 00:00:00	19:54:00	C
284	CR03C21F00P01D201510122009	C	21	2015-10-12 00:00:00	20:09:00	C
285	CR03C21F00P01D201510132014	C	21	2015-10-13 00:00:00	20:14:00	C
286	CR03C21F00P01D201510152011	C	21	2015-10-15 00:00:00	20:11:00	C
287	CR03C21F00P01D201510172024	C	21	2015-10-17 00:00:00	20:24:00	C
288	CR03C21F00P01D201510182054	C	21	2015-10-18 00:00:00	20:54:00	C
289	CR03C21F00P06D201510012020	C	21	2015-10-01 00:00:00	20:20:00	C
290	CR03C31F00P01D201509262139	C	31	2015-09-26 00:00:00	21:39:00	C
291	CR03C31F00P01D201509272220	C	31	2015-09-27 00:00:00	22:20:00	C
292	CR03C31F00P01D201509292128	C	31	2015-09-29 00:00:00	21:28:00	C
293	CR03C31F00P01D201510012138	C	31	2015-10-01 00:00:00	21:38:00	C
294	CR03C31F00P01D201510032243	C	31	2015-10-03 00:00:00	22:43:00	C
295	CR03C31F00P01D201510042122	C	31	2015-10-04 00:00:00	21:22:00	C
296	CR03C31F00P01D201510052111	C	31	2015-10-05 00:00:00	21:11:00	C
297	CR03C31F00P01D201510062135	C	31	2015-10-06 00:00:00	21:35:00	C
298	CR03C31F00P01D201510072108	C	31	2015-10-07 00:00:00	21:08:00	C
299	CR03C31F00P01D201510082104	C	31	2015-10-08 00:00:00	21:04:00	C
300	CR03C31F00P01D201510092140	C	31	2015-10-09 00:00:00	21:40:00	C
301	CR03C31F00P01D201510102139	C	31	2015-10-10 00:00:00	21:39:00	C
302	CR03C31F00P01D201510112118	C	31	2015-10-11 00:00:00	21:18:00	C
303	CR03C31F00P01D201510122125	C	31	2015-10-12 00:00:00	21:25:00	C
304	CR03C31F00P01D201510132132	C	31	2015-10-13 00:00:00	21:32:00	C
305	CR03C31F00P01D201510152126	C	31	2015-10-15 00:00:00	21:26:00	C
306	CR03C31F00P01D201510172143	C	31	2015-10-17 00:00:00	21:43:00	C
307	CR03C31F00P01D201510182205	C	31	2015-10-18 00:00:00	22:05:00	C
308	CR03O02F00P01D201509242059	O	02	2015-09-24 00:00:00	20:59:00	C
309	CR03O02F00P01D201509252149	O	02	2015-09-25 00:00:00	21:49:00	C
310	CR03O02F00P01D201509261816	O	02	2015-09-26 00:00:00	18:16:00	C
311	CR03O02F00P01D201509271904	O	02	2015-09-27 00:00:00	19:04:00	C
312	CR03O02F00P01D201509291802	O	02	2015-09-29 00:00:00	18:02:00	C
313	CR03O02F00P01D201509302016	O	02	2015-09-30 00:00:00	20:16:00	C
314	CR03O02F00P01D201510011822	O	02	2015-10-01 00:00:00	18:22:00	C
315	CR03O02F00P01D201510032126	O	02	2015-10-03 00:00:00	21:26:00	C
316	CR03O02F00P01D201510051757	O	02	2015-10-05 00:00:00	17:57:00	C
317	CR03O02F00P01D201510061829	O	02	2015-10-06 00:00:00	18:29:00	C
318	CR03O02F00P01D201510071805	O	02	2015-10-07 00:00:00	18:05:00	C
319	CR03O02F00P01D201510081740	O	02	2015-10-08 00:00:00	17:40:00	C
320	CR03O02F00P01D201510091824	O	02	2015-10-09 00:00:00	18:24:00	C
321	CR03O02F00P01D201510101816	O	02	2015-10-10 00:00:00	18:16:00	C
322	CR03O02F00P01D201510111801	O	02	2015-10-11 00:00:00	18:01:00	C
323	CR03O02F00P01D201510121809	O	02	2015-10-12 00:00:00	18:09:00	C
324	CR03O02F00P01D201510131820	O	02	2015-10-13 00:00:00	18:20:00	C
325	CR03O02F00P01D201510141813	O	02	2015-10-14 00:00:00	18:13:00	C
326	CR03O02F00P01D201510151815	O	02	2015-10-15 00:00:00	18:15:00	C
327	CR03O02F00P01D201510171818	O	02	2015-10-17 00:00:00	18:18:00	C
328	CR03O02F00P01D201510181828	O	02	2015-10-18 00:00:00	18:28:00	C
329	CR03O02F00P06D201509281806	O	02	2015-09-28 00:00:00	18:06:00	C
330	CR03O02F00P06D201510021857	O	02	2015-10-02 00:00:00	18:57:00	C
331	CR03O02F00P06D201510041750	O	02	2015-10-04 00:00:00	17:50:00	C
332	CR03O12F00P01D201509251740	O	12	2015-09-25 00:00:00	17:40:00	C
333	CR03O12F00P01D201509261938	O	12	2015-09-26 00:00:00	19:38:00	C
